iter	CrossEntropy	Accuracy
883	0.2092721818	0.9242891401
884	0.2092006038	0.9242034943
885	0.2091459844	0.9242034943
886	0.2090897267	0.9242891401
887	0.2090399205	0.9242891401
888	0.2090023295	0.9242891401
889	0.2089217891	0.9242891401
890	0.2087982058	0.9243747859
891	0.2087321359	0.9242891401
892	0.2086851894	0.9243747859
893	0.2085606187	0.9245460774
894	0.2084904099	0.9245460774
895	0.2084076355	0.9245460774
896	0.2083521592	0.9245460774
897	0.2082683081	0.9245460774
898	0.2082326986	0.9246317232
899	0.2081190182	0.9246317232
900	0.2080857286	0.9246317232
901	0.2080345669	0.9246317232
902	0.2079674583	0.924717369
903	0.207899225	0.9246317232
904	0.2078653605	0.9246317232
905	0.2078070975	0.9245460774
906	0.2077477611	0.9245460774
907	0.2076774077	0.924717369
908	0.2075977805	0.9246317232
909	0.2075336586	0.9246317232
910	0.20746565	0.9246317232
911	0.2074219061	0.9246317232
912	0.2073471721	0.9246317232
913	0.2073020803	0.9246317232
914	0.2071893274	0.9246317232
915	0.2071129448	0.924717369
916	0.2069858496	0.9248886605
917	0.2068877471	0.9248886605
918	0.2068143387	0.9248030147
919	0.2067553318	0.9248886605
920	0.2067145575	0.9249743063
921	0.2066385306	0.9249743063
922	0.2065673521	0.9249743063
923	0.2064702619	0.925059952
924	0.2063905229	0.9251455978
925	0.2063215067	0.9251455978
926	0.2062382478	0.9253168893
927	0.20617381	0.9252312436
928	0.2061088208	0.9252312436
929	0.2060524096	0.9252312436
930	0.206011435	0.9252312436
931	0.2059788428	0.9252312436
932	0.2058945964	0.9254025351
933	0.2058709262	0.9254025351
934	0.2058045836	0.9254025351
935	0.2057622505	0.9254025351
936	0.2057199079	0.9254025351
937	0.2056363523	0.9254025351
938	0.2055876362	0.9254025351
939	0.2055335358	0.9254025351
940	0.2054964938	0.9254025351
941	0.2054202152	0.9255738267
942	0.205363867	0.9254881809
943	0.205277298	0.9257451182
944	0.2051817555	0.9256594724
945	0.2051273636	0.9256594724
946	0.2050498397	0.9255738267
947	0.2049593672	0.9256594724
948	0.2049226401	0.9256594724
949	0.2048215537	0.9256594724
950	0.2047652681	0.9256594724
951	0.2047214215	0.9256594724
952	0.2046156927	0.925830764
953	0.204553166	0.925830764
954	0.2044984028	0.926173347
955	0.2044390033	0.926173347
956	0.2043388228	0.9264302843
957	0.204234794	0.9266015759
958	0.2041639308	0.9266015759
959	0.2041364248	0.9266015759
960	0.2040939199	0.9266015759
961	0.2040458441	0.9266015759
962	0.2040047394	0.9265159301
963	0.2039390915	0.9265159301
964	0.2038320562	0.9266015759
965	0.2037039631	0.9266015759
966	0.2036319667	0.9266015759
967	0.2035490804	0.9266015759
968	0.2034893011	0.9266872217
969	0.2034252825	0.9268585132
970	0.203378849	0.926944159
971	0.203320065	0.9270298047
972	0.2032421412	0.9270298047
973	0.2031651271	0.9271154505
974	0.203093119	0.9272010963
975	0.2030350038	0.9272010963
976	0.2029410211	0.9272010963
977	0.2028739075	0.9272010963
978	0.2028485813	0.9272010963
979	0.2028285607	0.9272010963
980	0.2027438617	0.927286742
981	0.2026671474	0.927286742
982	0.2026178923	0.9273723878
983	0.2025590361	0.9273723878
984	0.202484695	0.9274580336
985	0.2024417876	0.9273723878
986	0.2023259035	0.9275436793
987	0.2022826592	0.9273723878
988	0.2021968728	0.9275436793
989	0.2020951719	0.9273723878
990	0.2020277179	0.927286742
991	0.2019526938	0.9273723878
992	0.2018579022	0.9274580336
993	0.2018067704	0.9275436793
994	0.2017432955	0.9275436793
995	0.201697528	0.9275436793
996	0.2016516721	0.9275436793
997	0.2015688142	0.9276293251
998	0.2014925061	0.9278862624
999	0.2014498273	0.9278006166
